Date,County Name,Partially Vaccinated,Fully Vaccinated,First Booster Dose,Second Booster Dose
04/22/2021,Bradford,101,540,,
07/06/2022,Montour,7,3,3,7
03/23/2022,Monroe,35,11,22,
06/19/2022,Montgomery,36,32,51,81
04/28/2021,Chester,2808,3873,,
06/01/2021,Washington,196,466,,
08/04/2021,Westmoreland,318,156,,
07/31/2021,Adams,42,100,,
10/11/2021,Northampton,117,152,327,
05/04/2022,Fayette,12,20,25,118
10/25/2021,Mckean,46,22,149,
03/24/2021,Butler,837,1159,,
03/14/2021,Philadelphia,5206,1603,,
05/03/2022,Philadelphia,251,254,360,
08/29/2021,Montour,3,3,,
10/19/2021,Jefferson,9,12,27,
07/08/2022,Pike,3,2,9,4
01/28/2022,Berks,244,250,549,
01/04/2021,Elk,95,1,,
02/04/2022,Out-of-State,556,284,212,
07/01/2022,Susquehanna,,3,3,8
04/03/2021,Beaver,139,1317,,
06/30/2022,Philadelphia,150,131,197,
04/13/2022,Montgomery,155,218,268,1227
02/03/2021,Dauphin,528,259,,
06/26/2021,Schuylkill,77,127,,
10/22/2021,Cambria,113,88,521,
10/12/2021,Luzerne,198,177,547,
08/26/2021,Bucks,525,536,181,
05/19/2022,Perry,4,8,8,38
04/14/2021,Pike,304,777,,
04/05/2021,Huntingdon,52,613,,
04/30/2021,Delaware,2200,3183,,
04/12/2022,Chester,116,144,176,750
05/08/2022,Westmoreland,8,11,13,27
07/12/2022,Carbon,2,2,3,11
10/15/2021,Tioga,29,18,43,
10/01/2021,Snyder,11,29,62,
03/02/2022,Montour,3,8,11,
11/23/2021,Columbia,56,24,191,
04/08/2021,Delaware,3296,4083,,
01/31/2022,Crawford,19,23,29,
11/13/2021,Washington,584,62,421,
07/24/2021,Allegheny,573,422,,
05/22/2022,Mifflin,,,2,3
01/26/2022,Northumberland,48,43,121,
05/07/2021,Northampton,648,1042,,
10/26/2021,Crawford,54,22,132,
03/15/2021,Erie,773,968,,
03/15/2021,Lancaster,1292,2059,,
04/05/2022,Monroe,25,64,59,305
03/28/2021,Adams,358,73,,
04/08/2021,Wyoming,122,171,,
02/11/2022,Centre,40,48,75,
12/31/2021,Butler,67,34,122,
06/30/2022,Northampton,27,28,43,101
12/19/2021,Snyder,11,8,33,
12/02/2021,Crawford,70,43,139,
08/02/2021,Monroe,204,113,,
01/24/2021,Chester,362,207,,
01/04/2021,Columbia,210,2,,
05/13/2021,Lackawanna,490,1332,,
05/04/2022,Venango,4,5,7,15
10/14/2021,Chester,267,173,581,
10/27/2021,Monroe,150,76,881,
06/02/2021,Crawford,134,193,,
11/30/2021,Chester,766,1809,1710,
04/01/2022,Bucks,127,249,248,985
11/09/2021,Cambria,107,45,359,
04/11/2021,Lackawanna,83,366,,
08/29/2021,Out-of-State,307,179,6,
11/27/2021,Lancaster,342,562,773,
05/04/2022,Northumberland,4,12,15,176
10/26/2021,Venango,61,35,273,
11/20/2021,Berks,537,75,715,
03/30/2021,York,2717,1189,,
05/19/2021,Montgomery,2612,4928,,
01/01/2022,Butler,18,7,30,
04/12/2021,Clarion,77,105,,
03/14/2021,Luzerne,786,658,,
08/10/2021,Perry,34,25,,
10/11/2021,Lancaster,251,242,608,
06/29/2021,Cumberland,173,303,,
01/17/2022,Huntingdon,8,4,18,
05/31/2021,York,55,81,,
03/26/2021,Carbon,484,172,,
02/19/2021,Clinton,24,143,,
02/24/2022,Jefferson,7,12,11,
05/06/2022,Jefferson,2,2,7,53
05/05/2022,Lawrence,7,5,3,27
12/15/2021,Out-of-State,2581,466,890,
12/16/2021,Dauphin,442,132,942,
05/16/2022,Westmoreland,34,37,57,184
06/08/2021,Chester,497,2035,,
05/08/2021,Delaware,872,2142,,
07/11/2022,Butler,9,9,16,37
05/21/2022,Crawford,4,5,7,23
07/07/2022,Delaware,80,67,126,151
11/29/2021,Carbon,60,54,301,
03/18/2021,Philadelphia,10367,3612,,
04/28/2021,Franklin,200,389,,
03/02/2022,Forest,4,3,2,
12/29/2021,Butler,205,125,518,
12/23/2021,Lehigh,391,135,950,
11/15/2021,Snyder,51,8,99,
06/03/2021,Columbia,53,126,,
06/30/2021,Beaver,60,119,,
04/29/2021,Butler,611,1113,,
06/11/2022,Chester,67,64,78,127
09/24/2021,Butler,140,159,295,
05/21/2022,Beaver,7,16,17,46
01/29/2021,Allegheny,5227,2111,,
04/03/2022,Schuylkill,5,7,5,31
01/08/2022,Mifflin,15,11,36,
12/26/2021,Philadelphia,640,519,1151,
04/06/2021,Carbon,415,244,,
06/09/2021,Armstrong,33,78,,
08/30/2021,Lebanon,93,110,19,
06/13/2022,Juniata,1,1,3,15
05/28/2022,Butler,11,16,28,56
06/14/2022,Lawrence,9,5,7,28
04/12/2022,Lawrence,15,25,12,65
03/07/2022,Allegheny,197,133,272,
03/26/2022,Pike,4,8,3,
04/11/2022,Washington,17,49,39,214
07/09/2022,Columbia,,2,3,13
08/14/2021,Cambria,47,44,9,
09/26/2021,Berks,98,126,127,
02/05/2021,Huntingdon,223,41,,
01/23/2021,Montour,256,9,,
01/31/2021,Lancaster,329,186,,
12/07/2021,Columbia,51,18,186,
05/26/2022,Perry,2,4,10,21
03/21/2022,Lackawanna,17,17,48,
11/19/2021,Mercer,157,44,290,
05/08/2022,Luzerne,6,6,4,24
06/10/2022,Clearfield,5,7,8,13
05/09/2021,Bucks,318,938,,
02/05/2021,Monroe,384,270,,
11/04/2021,Out-of-State,1492,303,843,
04/19/2022,Luzerne,31,36,53,287
07/07/2022,Out-of-State,145,53,49,32
08/06/2021,Lehigh,508,322,,
03/28/2021,Carbon,55,134,,
03/01/2021,Luzerne,1046,1063,,
06/07/2021,Chester,457,1781,,
01/01/2022,Montgomery,92,43,170,
05/17/2022,Potter,,2,4,3
12/06/2021,Wyoming,27,12,98,
04/13/2021,Susquehanna,115,133,,
06/19/2021,Westmoreland,107,273,,
01/08/2021,Northampton,781,279,,
03/31/2021,Allegheny,12609,6003,,
07/10/2022,Venango,1,,2,3
06/17/2022,Clearfield,1,6,3,18
11/23/2021,Monroe,195,65,433,
04/27/2021,Out-of-State,2214,3095,,
01/28/2022,Chester,458,248,749,
01/22/2022,Wayne,13,6,37,
09/25/2021,Blair,28,46,39,
09/30/2021,Cumberland,193,160,312,
02/03/2022,Beaver,26,45,35,
04/12/2021,Venango,31,48,,
12/02/2021,Mercer,155,85,336,
05/07/2022,Clarion,,2,,6
07/12/2022,Elk,3,,2,3
10/05/2021,Bradford,32,34,102,
03/06/2021,Bradford,31,239,,
03/09/2022,Northampton,17,28,37,
05/13/2022,Lackawanna,32,32,36,214
03/05/2022,Erie,33,46,34,
06/20/2022,Venango,2,1,4,14
06/13/2022,Adams,5,8,17,61
02/15/2021,Monroe,212,236,,
08/18/2021,Luzerne,279,248,59,
02/18/2021,Monroe,78,129,,
03/03/2022,Philadelphia,427,702,578,
02/28/2022,York,62,166,141,
03/12/2021,Columbia,110,423,,
10/15/2021,Lawrence,60,41,104,
06/15/2022,Greene,2,1,4,17
12/27/2020,Cumberland,24,,,
08/16/2021,Somerset,27,33,16,
04/09/2021,Montgomery,3575,8859,,
02/08/2021,York,821,845,,
07/05/2022,Mckean,7,10,2,31
02/01/2021,Montgomery,712,700,,
04/13/2021,Wayne,151,132,,
01/17/2022,Out-of-State,1083,216,216,
10/22/2021,Bucks,704,296,1903,
05/05/2022,Schuylkill,11,20,18,134
01/11/2021,Lawrence,113,131,,
05/25/2021,Washington,315,580,,
03/24/2021,Lancaster,2910,1632,,
10/29/2021,Clearfield,51,36,185,
01/31/2022,Huntingdon,21,17,39,
05/08/2022,Beaver,6,4,7,25
03/01/2021,Allegheny,3990,3568,,
02/04/2021,Wayne,133,78,,
06/04/2021,Huntingdon,24,80,,
01/06/2022,Berks,474,265,1232,
05/22/2022,Lawrence,4,4,9,38
04/13/2022,Out-of-State,297,165,88,143
03/06/2021,Philadelphia,12732,2434,,
05/16/2022,Bucks,122,156,167,574
04/04/2021,Adams,90,71,,
11/23/2021,Washington,343,118,798,
06/30/2021,Somerset,38,47,,
02/15/2021,Warren,43,70,,
12/23/2021,Washington,230,103,503,
01/11/2022,Delaware,817,280,1318,
04/15/2021,Dauphin,1637,1030,,
01/02/2022,Lebanon,42,31,68,
02/02/2022,Northampton,80,117,163,
01/30/2021,Lycoming,314,37,,
01/09/2021,Washington,136,80,,
02/27/2021,Indiana,78,82,,
03/29/2022,Lebanon,11,16,21,4
02/24/2022,Allegheny,233,237,386,
12/21/2021,Erie,304,177,783,
01/28/2022,Philadelphia,1434,1156,2090,
10/09/2021,Beaver,70,69,139,
06/26/2022,Adams,3,,4,2
03/08/2021,Clearfield,108,361,,
12/07/2021,Bucks,1044,675,2254,
06/21/2021,Centre,67,51,,
11/26/2021,Indiana,42,32,93,
04/03/2021,Philadelphia,4573,11137,,
04/09/2022,Schuylkill,7,10,13,40
12/17/2020,Philadelphia,1144,2,,
04/06/2022,Schuylkill,18,30,42,315
06/16/2022,Erie,29,26,58,133
05/20/2021,Tioga,55,46,,
06/02/2021,Out-of-State,866,1288,,
01/10/2022,Susquehanna,28,6,52,
10/20/2021,Westmoreland,138,134,548,
09/27/2021,Lehigh,222,192,413,
09/10/2021,Bedford,37,54,5,
05/21/2022,Cameron,,,,1
06/04/2022,Snyder,2,,4,13
08/28/2021,Lancaster,264,295,45,
07/22/2021,Montgomery,594,472,,
03/31/2022,Centre,32,22,29,147
08/30/2021,Lackawanna,165,180,62,
08/23/2021,Lehigh,482,427,205,
12/23/2020,Lehigh,1323,,,
02/11/2022,Franklin,32,54,70,
10/15/2021,Montour,8,19,68,
07/07/2022,York,34,40,76,175
03/29/2021,Washington,842,643,,
03/19/2021,Greene,409,86,,
11/27/2021,Tioga,30,6,37,
10/24/2021,Somerset,21,13,53,
02/03/2021,Wyoming,78,74,,
10/12/2021,Allegheny,752,538,2693,
08/11/2021,Carbon,51,52,,
03/31/2021,Delaware,4259,2253,,
04/25/2022,Northampton,24,23,41,210
02/12/2021,Cumberland,570,450,,
02/05/2022,Schuylkill,38,53,37,
01/27/2021,Dauphin,747,257,,
01/03/2022,Schuylkill,118,70,223,
12/04/2021,Indiana,42,15,93,
05/23/2022,York,47,46,78,354
03/11/2021,Armstrong,404,404,,
06/22/2022,Butler,20,13,37,60
04/04/2022,Bucks,97,227,184,829
10/22/2021,Monroe,109,86,285,
10/14/2021,Lackawanna,83,90,435,
06/12/2021,Luzerne,174,418,,
10/20/2021,Fulton,5,7,3,
07/12/2022,Wyoming,2,3,2,2
06/28/2021,Out-of-State,392,359,,
09/19/2021,Fayette,40,38,3,
11/08/2021,Mercer,101,36,280,
11/12/2021,Perry,40,25,122,
12/23/2020,Armstrong,127,,,
04/27/2021,Clearfield,92,706,,
02/13/2021,Butler,235,195,,
03/27/2021,Montgomery,4492,2741,,
04/07/2021,Cumberland,1899,3015,,
12/23/2020,Lawrence,66,,,
05/02/2021,Wayne,15,19,,
04/07/2022,Armstrong,10,10,21,73
05/13/2021,Warren,52,73,,
10/15/2021,Butler,154,105,632,
03/03/2022,Dauphin,64,69,59,
03/25/2021,Mifflin,311,75,,
02/15/2021,Adams,244,145,,
12/14/2021,Montgomery,1340,901,3058,
02/09/2021,Monroe,308,229,,
01/12/2022,Northampton,223,97,532,
01/24/2022,Lycoming,42,52,69,
07/23/2021,Adams,89,64,,
05/17/2022,Butler,13,17,36,119
11/19/2021,Perry,46,33,113,
01/04/2022,Philadelphia,2461,1393,3633,
09/08/2021,Juniata,13,28,5,
07/25/2021,Monroe,83,31,,
01/03/2022,Wyoming,21,12,71,
10/29/2021,Juniata,8,7,96,
05/07/2022,Clearfield,2,4,3,6
11/10/2021,Huntingdon,24,10,138,
05/12/2022,Berks,70,58,127,260
03/14/2022,Franklin,22,20,28,
05/31/2022,Somerset,4,9,2,26
05/06/2021,Butler,299,1052,,
02/01/2022,Somerset,16,23,41,
10/02/2021,Lebanon,46,47,131,
10/30/2021,Lebanon,59,45,198,
03/10/2021,Montgomery,5027,2574,,
10/12/2021,Union,17,9,480,
03/01/2021,Out-of-State,3055,1165,,
06/17/2021,Franklin,80,262,,
08/30/2021,Beaver,95,111,23,
03/10/2021,Adams,449,261,,
08/09/2021,Northampton,264,176,,
01/05/2021,Beaver,461,5,,
05/08/2022,Indiana,,1,1,4
11/19/2021,Wyoming,51,15,118,
01/09/2022,York,138,60,216,
05/31/2022,Bradford,5,5,8,15
02/03/2022,Lehigh,173,254,248,
01/08/2022,Lehigh,286,176,643,
11/04/2021,Sullivan,2,1,19,
06/25/2022,Huntingdon,1,,1,5
07/07/2021,Venango,15,17,,
09/25/2021,Montgomery,407,309,548,
08/23/2021,Dauphin,249,230,47,
06/30/2022,Westmoreland,23,18,34,69
03/09/2021,Northumberland,191,665,,
04/14/2021,Mifflin,137,237,,
11/21/2021,Montgomery,936,149,1302,
12/09/2021,Westmoreland,363,270,1064,
02/25/2021,Cumberland,1040,1082,,
03/07/2022,Lehigh,53,55,143,
07/21/2021,Allegheny,695,589,,
07/26/2021,Philadelphia,1450,723,,
04/20/2021,Cambria,582,759,,
04/15/2022,Snyder,3,2,12,23
05/03/2021,Armstrong,56,452,,
09/12/2021,Northumberland,31,17,1,
05/03/2021,York,532,1892,,
04/13/2022,Pike,13,23,16,38
06/09/2021,Crawford,39,502,,
01/25/2022,Berks,229,228,444,
09/25/2021,Carbon,14,20,17,
04/14/2021,Cumberland,1782,1764,,
07/11/2022,Juniata,1,3,1,7
06/27/2022,Bucks,73,61,121,120
12/20/2021,Fayette,133,47,275,
09/22/2021,Somerset,36,36,20,
06/19/2022,Chester,29,21,32,58
05/26/2022,Lycoming,5,16,23,98
01/11/2021,Indiana,21,116,,
03/21/2022,Luzerne,23,32,45,
01/13/2021,Montgomery,2571,935,,
04/21/2022,Bucks,82,144,129,574
06/17/2022,Jefferson,2,2,5,43
02/18/2021,Centre,78,79,,
10/07/2021,Berks,240,329,420,
09/05/2021,Philadelphia,671,697,98,
06/22/2022,Wyoming,2,8,8,16
10/11/2021,Cumberland,151,128,287,
02/11/2022,Union,7,6,14,
01/11/2021,Mifflin,14,44,,
04/17/2021,Northumberland,223,300,,
11/22/2021,Lackawanna,302,88,916,
01/13/2022,Centre,116,79,272,
02/25/2021,Bucks,2382,2055,,
01/04/2022,Bucks,906,376,1726,
01/22/2022,Philadelphia,1381,472,1649,
04/17/2021,Centre,627,392,,
02/25/2021,Lawrence,233,326,,
02/17/2021,Lackawanna,452,689,,
02/09/2022,Schuylkill,31,69,79,
04/08/2021,Lebanon,1001,715,,
05/04/2021,Pike,73,216,,
07/16/2021,Erie,145,150,,
02/21/2021,Wayne,9,24,,
05/29/2021,Blair,55,114,,
04/02/2022,Northumberland,9,13,13,27
06/18/2022,Monroe,9,8,11,14
05/06/2022,Fulton,,,3,7
03/12/2021,Franklin,566,559,,
01/07/2021,Lycoming,234,62,,
05/29/2021,Montgomery,883,1563,,
06/17/2021,Cumberland,240,540,,
01/27/2021,Lancaster,1481,719,,
04/14/2022,Venango,11,8,12,30
01/27/2021,Huntingdon,87,24,,
07/10/2022,Wayne,,,,1
02/03/2021,Susquehanna,70,169,,
05/23/2021,Clearfield,25,25,,
10/25/2021,Mercer,97,57,273,
05/10/2022,Berks,46,51,54,261
04/18/2022,Huntingdon,14,2,4,18
12/17/2020,Delaware,151,,,
06/05/2022,Indiana,5,,1,4
12/01/2021,Butler,356,303,841,
12/06/2021,Dauphin,354,185,774,
12/30/2021,Crawford,60,21,84,
05/25/2021,Fayette,150,195,,
09/07/2021,Venango,21,33,6,
04/14/2022,Pike,12,12,4,25
02/22/2021,Beaver,834,187,,
09/12/2021,Mifflin,7,8,,
04/04/2022,Snyder,8,3,1,36
04/23/2022,Indiana,5,3,5,16
06/11/2022,Cumberland,22,24,32,61
10/30/2021,Northampton,141,81,869,
01/05/2021,Northampton,878,5,,
02/03/2021,Monroe,310,305,,
06/17/2022,Washington,17,6,25,56
05/07/2021,Franklin,163,424,,
08/17/2021,Luzerne,292,248,75,
07/11/2021,Susquehanna,,2,,
03/23/2022,Snyder,3,2,8,
11/11/2021,Somerset,96,47,270,
04/24/2021,Montgomery,6314,4265,,
12/26/2020,Philadelphia,378,1,,
12/19/2020,Lehigh,392,,,
01/07/2021,Philadelphia,2593,1235,,
06/23/2022,Berks,43,30,38,100
05/12/2021,Northumberland,86,237,,
02/09/2021,Centre,619,378,,
01/05/2021,Washington,388,,,
08/04/2021,Montour,16,4,,
03/22/2022,Westmoreland,27,26,49,
09/07/2021,Out-of-State,564,631,68,
07/06/2021,Cumberland,122,245,,
05/26/2022,Lancaster,57,52,110,411
09/01/2021,Indiana,35,37,6,
05/25/2022,Bedford,2,5,4,11
01/11/2021,Butler,264,289,,
04/24/2022,Tioga,,3,1,3
12/31/2021,Dauphin,143,69,230,
04/18/2021,Lancaster,1840,2546,,
01/09/2022,Monroe,79,31,88,
03/24/2021,Bucks,5138,2961,,
12/29/2020,Crawford,97,,,
05/04/2021,Lackawanna,375,1191,,
12/14/2021,Sullivan,4,4,32,
04/06/2021,Out-of-State,4603,4853,,
02/16/2022,Northampton,62,65,93,
05/29/2021,Dauphin,402,606,,
02/03/2021,Union,226,87,,
07/05/2022,Wayne,3,5,6,10
11/13/2021,Somerset,50,16,95,
09/17/2021,Philadelphia,1659,1780,330,
04/15/2021,Cumberland,1033,888,,
01/24/2022,Out-of-State,920,273,230,
04/18/2022,Lycoming,8,22,27,124
04/23/2022,Westmoreland,18,17,34,97
05/05/2022,Northumberland,6,9,14,152
05/03/2022,Northampton,27,32,48,154
11/12/2021,Philadelphia,2506,1205,4256,
06/22/2021,Armstrong,38,83,,
05/15/2021,Philadelphia,3713,4987,,
07/06/2022,Lackawanna,9,11,26,59
12/28/2021,York,589,360,1323,
04/11/2021,Lancaster,1938,1297,,
06/15/2021,Luzerne,312,621,,
06/24/2022,Sullivan,,3,,5
01/10/2022,Berks,426,239,944,
01/27/2022,Butler,87,53,135,
01/10/2022,Philadelphia,2411,1137,3342,
06/17/2022,Northampton,25,20,70,155
10/20/2021,Union,12,18,48,
10/07/2021,Clearfield,34,34,85,
06/03/2021,Carbon,59,161,,
01/05/2021,Philadelphia,2515,548,,
06/23/2022,Tioga,2,3,2,6
10/06/2021,Union,21,27,58,
05/02/2021,Lycoming,36,514,,
10/04/2021,Armstrong,44,46,85,
05/30/2021,Huntingdon,3,10,,
04/17/2022,Schuylkill,2,3,2,7
10/27/2021,Cambria,126,69,636,
09/12/2021,Snyder,8,7,,
09/05/2021,Berks,132,150,13,
10/10/2021,Allegheny,315,254,593,
01/14/2022,Beaver,194,53,287,
08/10/2021,Erie,224,155,,
06/15/2021,Northampton,236,821,,
06/04/2021,Wayne,43,117,,
05/03/2022,Cameron,,,,1
08/09/2021,Blair,129,73,,
07/05/2021,Philadelphia,541,762,,
07/06/2022,Warren,2,1,,9
03/07/2021,Northumberland,24,289,,
05/22/2022,Berks,21,17,48,102
03/29/2021,Wyoming,100,62,,
12/22/2020,Huntingdon,82,,,
10/15/2021,Lancaster,268,349,691,
07/24/2021,Indiana,26,25,,
04/20/2021,Delaware,3613,2386,,
06/10/2022,Mercer,3,8,8,28
03/31/2021,Luzerne,2868,1159,,
04/13/2021,York,2671,1626,,
03/26/2022,Crawford,3,2,6,
03/20/2021,Adams,462,338,,
09/16/2021,Adams,44,82,13,
12/29/2021,Westmoreland,303,174,678,
04/07/2021,Carbon,685,370,,
02/24/2022,Lycoming,19,32,46,
07/05/2022,Indiana,10,2,7,19
02/01/2022,Centre,71,52,71,
01/19/2022,Allegheny,819,571,1545,
01/10/2022,Schuylkill,88,62,199,
01/07/2021,Beaver,218,35,,
05/31/2022,Butler,16,17,24,73
04/11/2022,Schuylkill,17,28,33,140
04/17/2021,Lehigh,615,1028,,
09/13/2021,Westmoreland,175,203,51,
07/09/2022,Bedford,,3,2,4
04/19/2022,Columbia,6,8,9,68
07/03/2021,Luzerne,121,182,,
09/02/2021,Westmoreland,194,210,112,
12/23/2021,Tioga,37,37,71,
05/19/2022,Forest,,1,,3
04/28/2021,Westmoreland,936,2307,,
06/26/2022,Carbon,,,2,3
02/03/2022,Cumberland,127,125,148,
01/27/2022,York,238,216,537,
06/17/2022,Berks,40,34,49,131
01/29/2022,Mifflin,6,10,13,
09/26/2021,Northampton,58,79,67,
09/30/2021,Armstrong,49,40,159,
05/17/2022,Bucks,81,138,126,515
05/18/2021,Somerset,62,165,,
09/13/2021,Out-of-State,502,477,23,
12/15/2021,Berks,417,273,1467,
05/15/2021,Centre,140,845,,
03/28/2022,Perry,2,3,3,
12/11/2021,Washington,218,639,243,
07/24/2021,Montour,8,7,,
11/13/2021,Juniata,20,9,93,
06/05/2022,Susquehanna,1,,2,2
04/11/2022,Lancaster,55,70,85,520
12/26/2020,Centre,28,,,
05/02/2022,Philadelphia,219,235,305,
06/03/2021,Warren,21,87,,
03/26/2022,York,25,28,49,
02/28/2021,Lycoming,47,220,,
05/07/2022,Tioga,2,2,1,7
11/21/2021,Dauphin,140,54,242,
08/24/2021,Lycoming,102,90,13,
10/01/2021,Lebanon,89,107,295,
07/01/2022,Centre,9,15,29,82
05/20/2022,Forest,3,2,4,36
05/22/2021,Philadelphia,3389,5135,,
02/08/2022,Lancaster,137,244,308,
03/30/2021,Cumberland,1146,900,,
02/28/2021,Out-of-State,611,705,,
05/04/2021,Snyder,57,43,,
06/16/2022,Out-of-State,183,109,61,43
10/08/2021,Clinton,20,21,24,
02/21/2021,Mckean,6,215,,
03/19/2021,Dauphin,2057,1164,,
06/26/2022,Bucks,29,25,26,64
01/17/2022,Montgomery,953,512,1676,
09/29/2021,Philadelphia,1604,1690,1334,
05/24/2022,Chester,107,146,205,527
02/16/2022,York,94,164,214,
11/22/2021,Warren,46,15,121,
03/11/2022,Cumberland,77,53,56,
01/07/2022,Beaver,140,86,260,
11/02/2021,Clarion,31,22,170,
10/01/2021,Huntingdon,28,36,25,
10/10/2021,Berks,112,119,117,
05/29/2021,Lackawanna,201,293,,
02/27/2021,York,1338,1081,,
02/07/2021,Beaver,165,4,,
04/23/2021,Lackawanna,1005,1294,,
04/09/2021,Indiana,883,416,,
05/03/2022,Elk,2,1,1,10
11/02/2021,Clearfield,57,25,276,
07/04/2021,Berks,40,41,,
05/12/2021,Beaver,228,315,,
10/19/2021,Washington,165,119,542,
11/19/2021,Westmoreland,420,175,1246,
11/01/2021,Wayne,48,34,206,
12/18/2021,Beaver,103,59,218,
11/20/2021,Perry,43,11,54,
05/11/2021,Westmoreland,410,2025,,
07/18/2021,Lehigh,80,95,,
01/11/2022,Butler,161,131,287,
06/30/2022,Carbon,6,3,10,9
11/17/2021,Beaver,225,73,358,
01/19/2021,Lancaster,887,481,,
09/01/2021,Clearfield,30,42,24,
04/08/2022,Juniata,1,2,,16
01/02/2022,Luzerne,123,76,158,
06/28/2022,Lancaster,69,27,61,188
05/24/2022,Crawford,10,6,16,71
08/12/2021,Monroe,156,121,,
02/03/2021,Westmoreland,712,583,,
07/08/2022,Delaware,50,69,115,163
10/13/2021,Dauphin,169,139,278,
12/23/2021,Lackawanna,232,95,400,
10/06/2021,Luzerne,167,171,403,
08/12/2021,York,441,301,,
05/28/2022,Carbon,1,,11,21
06/17/2021,Northampton,248,466,,
11/08/2021,Armstrong,54,28,128,
06/01/2022,Lackawanna,32,19,31,141
04/29/2021,Montgomery,4854,4931,,
04/29/2022,Lancaster,69,94,103,457
08/07/2021,Beaver,82,96,,
01/28/2021,Lackawanna,1245,611,,
12/12/2021,Montour,11,2,7,
03/30/2022,Out-of-State,284,150,60,30
04/08/2022,Centre,31,22,41,179
01/03/2021,Lebanon,292,,,
04/12/2022,Montgomery,181,268,250,1365
07/12/2022,Schuylkill,3,2,8,8
02/11/2021,Carbon,124,159,,
03/23/2022,Dauphin,39,35,40,
01/22/2022,Bucks,369,152,683,
05/21/2021,Cambria,135,248,,
06/29/2022,Lancaster,45,37,73,180
05/13/2021,Philadelphia,3874,6292,,
10/03/2021,Philadelphia,520,574,499,
03/23/2021,Lackawanna,1192,574,,
02/18/2022,Monroe,67,54,148,
07/02/2022,Berks,15,26,33,49
11/15/2021,Montgomery,1466,384,3026,
01/20/2022,Northumberland,40,47,70,
02/22/2022,Luzerne,48,63,90,
02/17/2021,Blair,450,131,,
01/20/2022,Lehigh,183,193,352,
09/30/2021,Philadelphia,1703,1784,1610,
04/05/2021,Chester,3582,2752,,
03/05/2021,Jefferson,66,292,,
04/12/2022,Out-of-State,282,171,85,137
10/07/2021,Centre,60,50,196,
08/27/2021,Westmoreland,292,345,153,
01/31/2021,Lehigh,440,207,,
07/02/2022,Delaware,28,30,52,87
06/01/2022,Berks,40,53,66,185
09/23/2021,Somerset,58,54,21,
09/28/2021,Northampton,158,212,495,
02/10/2021,York,1109,772,,
08/20/2021,Montgomery,695,635,347,
12/18/2021,Montgomery,1249,452,2085,
03/26/2021,Northampton,1638,909,,
11/02/2021,Jefferson,13,12,126,
12/30/2021,Cumberland,419,251,730,
10/25/2021,Carbon,47,15,326,
12/21/2021,Westmoreland,334,189,947,
01/13/2022,Snyder,21,17,45,
09/25/2021,Centre,48,57,108,
06/25/2021,Lehigh,431,709,,
12/19/2021,Wayne,12,10,29,
06/17/2021,Delaware,434,1066,,
11/02/2021,Blair,102,45,610,
04/13/2022,Cambria,13,14,37,137
06/28/2022,Columbia,6,1,7,26
02/02/2021,Mifflin,142,75,,
05/15/2021,Clearfield,69,554,,
02/24/2021,Philadelphia,4695,2259,,
01/21/2021,Clarion,180,14,,
02/06/2022,Lancaster,66,78,91,
05/08/2022,Adams,1,2,5,12
04/18/2022,Chester,116,138,140,629
05/10/2022,Westmoreland,32,37,38,198
05/28/2021,Lackawanna,356,661,,
11/09/2021,Montgomery,2823,360,3211,
04/08/2022,Lawrence,13,12,25,61
04/06/2022,Philadelphia,289,399,430,
03/04/2021,Northumberland,213,374,,
02/25/2021,Allegheny,8044,4217,,
03/25/2021,Cumberland,2001,864,,
04/08/2021,York,2244,1901,,
12/15/2021,Bradford,76,31,131,
09/26/2021,Bucks,224,201,366,
04/07/2022,Philadelphia,222,333,328,
09/28/2021,Delaware,443,336,868,
06/22/2021,Washington,107,254,,
10/28/2021,Huntingdon,33,16,98,
12/10/2021,Susquehanna,38,13,125,
10/25/2021,Schuylkill,102,71,446,
05/06/2022,Bradford,7,12,12,49
07/14/2021,Out-of-State,414,451,,
01/03/2022,Montgomery,1315,462,2578,
03/29/2022,Out-of-State,143,57,42,4
01/27/2021,Blair,203,88,,
04/22/2021,Luzerne,1173,2266,,
07/07/2022,Westmoreland,24,22,27,86
08/04/2021,Bucks,636,396,,
05/13/2021,Berks,940,1795,,
04/22/2022,York,43,73,74,346
01/22/2021,Westmoreland,946,139,,
05/15/2021,Allegheny,3405,3329,,
05/26/2022,Mckean,4,8,8,15
05/26/2021,Adams,208,237,,
06/30/2022,Schuylkill,8,8,19,31
11/12/2021,Delaware,1286,258,2047,
06/30/2021,Adams,62,121,,
12/28/2021,Westmoreland,320,227,752,
02/03/2022,Out-of-State,432,286,137,
02/01/2021,Wayne,167,21,,
10/21/2021,Susquehanna,10,17,17,
06/04/2021,Washington,180,526,,
03/15/2021,Sullivan,7,13,,
04/13/2021,Clinton,104,100,,
03/22/2021,Delaware,2710,1431,,
04/20/2021,Greene,51,80,,
07/09/2022,Bucks,41,37,56,120
03/15/2021,Allegheny,6307,4402,,
05/23/2022,Bradford,5,10,5,31
03/27/2021,Wyoming,79,50,,
12/07/2021,Snyder,38,20,90,
01/25/2021,Northumberland,318,106,,
01/04/2022,Jefferson,18,16,44,
01/12/2021,Erie,307,232,,
01/25/2021,Lehigh,1826,1043,,
10/14/2021,Franklin,87,90,290,
09/12/2021,Centre,25,46,7,
